,game,model,experiment,episode,metric,value
2012,wordle,1b_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_19,Success,0.0
2013,wordle,1b_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_19,Request Count,3.0
2014,wordle,1b_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_19,Parsed Request Count,2.0
2015,wordle,1b_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_19,Violated Request Count,1.0
2016,wordle,1b_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_19,Request Success Ratio,0.67
2017,wordle,1b_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_19,Main Score,
2018,wordle,1b_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_19,repeats guess,
2019,wordle,1b_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_19,total guess repetitions,
2020,wordle,1b_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_2,Aborted,1.0
2021,wordle,1b_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_2,Lose,0.0
2022,wordle,1b_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_2,Success,0.0
2023,wordle,1b_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_2,Request Count,3.0
2024,wordle,1b_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_2,Parsed Request Count,2.0
2025,wordle,1b_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_2,Violated Request Count,1.0
2026,wordle,1b_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_2,Request Success Ratio,0.67
2027,wordle,1b_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_2,Main Score,
2028,wordle,1b_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_2,repeats guess,
2029,wordle,1b_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_2,total guess repetitions,
2030,wordle,1b_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_3,Aborted,0.0
2031,wordle,1b_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_3,Lose,0.0
2032,wordle,1b_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_3,Success,1.0
2033,wordle,1b_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_3,Request Count,4.0
2034,wordle,1b_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_3,Parsed Request Count,4.0
2035,wordle,1b_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_3,Violated Request Count,0.0
2036,wordle,1b_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_3,Request Success Ratio,1.0
2037,wordle,1b_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_3,Main Score,50.0
2038,wordle,1b_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_3,repeats guess,0.0
2039,wordle,1b_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_3,total guess repetitions,0.0
2040,wordle,1b_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_4,Aborted,0.0
2041,wordle,1b_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_4,Lose,1.0
2042,wordle,1b_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_4,Success,0.0
2043,wordle,1b_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_4,Request Count,7.0
2044,wordle,1b_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_4,Parsed Request Count,7.0
2045,wordle,1b_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_4,Violated Request Count,0.0
2046,wordle,1b_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_4,Request Success Ratio,1.0
2047,wordle,1b_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_4,Main Score,0.0
2048,wordle,1b_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_4,repeats guess,0.0
2049,wordle,1b_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_4,total guess repetitions,0.0
2050,wordle,1b_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_5,Aborted,0.0
2051,wordle,1b_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_5,Lose,1.0
2052,wordle,1b_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_5,Success,0.0
2053,wordle,1b_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_5,Request Count,6.0
2054,wordle,1b_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_5,Parsed Request Count,6.0
2055,wordle,1b_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_5,Violated Request Count,0.0
2056,wordle,1b_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_5,Request Success Ratio,1.0
2057,wordle,1b_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_5,Main Score,0.0
2058,wordle,1b_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_5,repeats guess,1.0
2059,wordle,1b_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_5,total guess repetitions,1.0
2060,wordle,1b_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_6,Aborted,0.0
2061,wordle,1b_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_6,Lose,1.0
2062,wordle,1b_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_6,Success,0.0
2063,wordle,1b_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_6,Request Count,6.0
2064,wordle,1b_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_6,Parsed Request Count,6.0
2065,wordle,1b_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_6,Violated Request Count,0.0
2066,wordle,1b_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_6,Request Success Ratio,1.0
2067,wordle,1b_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_6,Main Score,0.0
2068,wordle,1b_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_6,repeats guess,0.0
2069,wordle,1b_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_6,total guess repetitions,0.0
2070,wordle,1b_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_7,Aborted,0.0
2071,wordle,1b_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_7,Lose,0.0
2072,wordle,1b_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_7,Success,1.0
2073,wordle,1b_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_7,Request Count,6.0
2074,wordle,1b_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_7,Parsed Request Count,6.0
2075,wordle,1b_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_7,Violated Request Count,0.0
2076,wordle,1b_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_7,Request Success Ratio,1.0
2077,wordle,1b_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_7,Main Score,20.0
2078,wordle,1b_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_7,repeats guess,0.0
2079,wordle,1b_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_7,total guess repetitions,0.0
2080,wordle,1b_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_8,Aborted,1.0
2081,wordle,1b_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_8,Lose,0.0
2082,wordle,1b_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_8,Success,0.0
2083,wordle,1b_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_8,Request Count,11.0
2084,wordle,1b_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_8,Parsed Request Count,11.0
2085,wordle,1b_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_8,Violated Request Count,1.0
2086,wordle,1b_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_8,Request Success Ratio,1.0
2087,wordle,1b_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_8,Main Score,
2088,wordle,1b_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_8,repeats guess,
2089,wordle,1b_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_8,total guess repetitions,
2090,wordle,1b_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_9,Aborted,0.0
2091,wordle,1b_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_9,Lose,1.0
2092,wordle,1b_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_9,Success,0.0
2093,wordle,1b_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_9,Request Count,7.0
2094,wordle,1b_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_9,Parsed Request Count,7.0
2095,wordle,1b_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_9,Violated Request Count,0.0
2096,wordle,1b_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_9,Request Success Ratio,1.0
2097,wordle,1b_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_9,Main Score,0.0
2098,wordle,1b_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_9,repeats guess,0.0
2099,wordle,1b_gemma-3-27b,1_medium_frequency_words_no_clue_no_critic,episode_9,total guess repetitions,0.0
2100,wordle,1b_gpt-4o-2024-08-06,0_high_frequency_words_no_clue_no_critic,episode_0,Aborted,0.0
2101,wordle,1b_gpt-4o-2024-08-06,0_high_frequency_words_no_clue_no_critic,episode_0,Lose,0.0
2102,wordle,1b_gpt-4o-2024-08-06,0_high_frequency_words_no_clue_no_critic,episode_0,Success,1.0
2103,wordle,1b_gpt-4o-2024-08-06,0_high_frequency_words_no_clue_no_critic,episode_0,Request Count,6.0
2104,wordle,1b_gpt-4o-2024-08-06,0_high_frequency_words_no_clue_no_critic,episode_0,Parsed Request Count,6.0
2105,wordle,1b_gpt-4o-2024-08-06,0_high_frequency_words_no_clue_no_critic,episode_0,Violated Request Count,0.0
2106,wordle,1b_gpt-4o-2024-08-06,0_high_frequency_words_no_clue_no_critic,episode_0,Request Success Ratio,1.0
2107,wordle,1b_gpt-4o-2024-08-06,0_high_frequency_words_no_clue_no_critic,episode_0,Main Score,20.0
2108,wordle,1b_gpt-4o-2024-08-06,0_high_frequency_words_no_clue_no_critic,episode_0,repeats guess,0.0
2109,wordle,1b_gpt-4o-2024-08-06,0_high_frequency_words_no_clue_no_critic,episode_0,total guess repetitions,0.0
2110,wordle,1b_gpt-4o-2024-08-06,0_high_frequency_words_no_clue_no_critic,episode_1,Aborted,0.0
2111,wordle,1b_gpt-4o-2024-08-06,0_high_frequency_words_no_clue_no_critic,episode_1,Lose,0.0
2112,wordle,1b_gpt-4o-2024-08-06,0_high_frequency_words_no_clue_no_critic,episode_1,Success,1.0
2113,wordle,1b_gpt-4o-2024-08-06,0_high_frequency_words_no_clue_no_critic,episode_1,Request Count,6.0
2114,wordle,1b_gpt-4o-2024-08-06,0_high_frequency_words_no_clue_no_critic,episode_1,Parsed Request Count,6.0
2115,wordle,1b_gpt-4o-2024-08-06,0_high_frequency_words_no_clue_no_critic,episode_1,Violated Request Count,0.0
2116,wordle,1b_gpt-4o-2024-08-06,0_high_frequency_words_no_clue_no_critic,episode_1,Request Success Ratio,1.0
2117,wordle,1b_gpt-4o-2024-08-06,0_high_frequency_words_no_clue_no_critic,episode_1,Main Score,20.0
2118,wordle,1b_gpt-4o-2024-08-06,0_high_frequency_words_no_clue_no_critic,episode_1,repeats guess,0.0
2119,wordle,1b_gpt-4o-2024-08-06,0_high_frequency_words_no_clue_no_critic,episode_1,total guess repetitions,0.0
2120,wordle,1b_gpt-4o-2024-08-06,0_high_frequency_words_no_clue_no_critic,episode_2,Aborted,0.0
2121,wordle,1b_gpt-4o-2024-08-06,0_high_frequency_words_no_clue_no_critic,episode_2,Lose,0.0
2122,wordle,1b_gpt-4o-2024-08-06,0_high_frequency_words_no_clue_no_critic,episode_2,Success,1.0
2123,wordle,1b_gpt-4o-2024-08-06,0_high_frequency_words_no_clue_no_critic,episode_2,Request Count,6.0
2124,wordle,1b_gpt-4o-2024-08-06,0_high_frequency_words_no_clue_no_critic,episode_2,Parsed Request Count,6.0
2125,wordle,1b_gpt-4o-2024-08-06,0_high_frequency_words_no_clue_no_critic,episode_2,Violated Request Count,0.0
2126,wordle,1b_gpt-4o-2024-08-06,0_high_frequency_words_no_clue_no_critic,episode_2,Request Success Ratio,1.0
2127,wordle,1b_gpt-4o-2024-08-06,0_high_frequency_words_no_clue_no_critic,episode_2,Main Score,20.0
2128,wordle,1b_gpt-4o-2024-08-06,0_high_frequency_words_no_clue_no_critic,episode_2,repeats guess,0.0
2129,wordle,1b_gpt-4o-2024-08-06,0_high_frequency_words_no_clue_no_critic,episode_2,total guess repetitions,0.0
2130,wordle,1b_gpt-4o-2024-08-06,0_high_frequency_words_no_clue_no_critic,episode_3,Aborted,0.0
2131,wordle,1b_gpt-4o-2024-08-06,0_high_frequency_words_no_clue_no_critic,episode_3,Lose,0.0
2132,wordle,1b_gpt-4o-2024-08-06,0_high_frequency_words_no_clue_no_critic,episode_3,Success,1.0
2133,wordle,1b_gpt-4o-2024-08-06,0_high_frequency_words_no_clue_no_critic,episode_3,Request Count,4.0
2134,wordle,1b_gpt-4o-2024-08-06,0_high_frequency_words_no_clue_no_critic,episode_3,Parsed Request Count,4.0
2135,wordle,1b_gpt-4o-2024-08-06,0_high_frequency_words_no_clue_no_critic,episode_3,Violated Request Count,0.0
2136,wordle,1b_gpt-4o-2024-08-06,0_high_frequency_words_no_clue_no_critic,episode_3,Request Success Ratio,1.0
2137,wordle,1b_gpt-4o-2024-08-06,0_high_frequency_words_no_clue_no_critic,episode_3,Main Score,100.0
2138,wordle,1b_gpt-4o-2024-08-06,0_high_frequency_words_no_clue_no_critic,episode_3,repeats guess,0.0
2139,wordle,1b_gpt-4o-2024-08-06,0_high_frequency_words_no_clue_no_critic,episode_3,total guess repetitions,0.0
2140,wordle,1b_gpt-4o-2024-08-06,0_high_frequency_words_no_clue_no_critic,episode_4,Aborted,0.0
2141,wordle,1b_gpt-4o-2024-08-06,0_high_frequency_words_no_clue_no_critic,episode_4,Lose,0.0
2142,wordle,1b_gpt-4o-2024-08-06,0_high_frequency_words_no_clue_no_critic,episode_4,Success,1.0
2143,wordle,1b_gpt-4o-2024-08-06,0_high_frequency_words_no_clue_no_critic,episode_4,Request Count,4.0
2144,wordle,1b_gpt-4o-2024-08-06,0_high_frequency_words_no_clue_no_critic,episode_4,Parsed Request Count,4.0
2145,wordle,1b_gpt-4o-2024-08-06,0_high_frequency_words_no_clue_no_critic,episode_4,Violated Request Count,0.0
2146,wordle,1b_gpt-4o-2024-08-06,0_high_frequency_words_no_clue_no_critic,episode_4,Request Success Ratio,1.0
2147,wordle,1b_gpt-4o-2024-08-06,0_high_frequency_words_no_clue_no_critic,episode_4,Main Score,50.0
2148,wordle,1b_gpt-4o-2024-08-06,0_high_frequency_words_no_clue_no_critic,episode_4,repeats guess,0.0
2149,wordle,1b_gpt-4o-2024-08-06,0_high_frequency_words_no_clue_no_critic,episode_4,total guess repetitions,0.0
2150,wordle,1b_gpt-4o-2024-08-06,0_high_frequency_words_no_clue_no_critic,episode_5,Aborted,0.0
2151,wordle,1b_gpt-4o-2024-08-06,0_high_frequency_words_no_clue_no_critic,episode_5,Lose,1.0
2152,wordle,1b_gpt-4o-2024-08-06,0_high_frequency_words_no_clue_no_critic,episode_5,Success,0.0
2153,wordle,1b_gpt-4o-2024-08-06,0_high_frequency_words_no_clue_no_critic,episode_5,Request Count,8.0
2154,wordle,1b_gpt-4o-2024-08-06,0_high_frequency_words_no_clue_no_critic,episode_5,Parsed Request Count,8.0
2155,wordle,1b_gpt-4o-2024-08-06,0_high_frequency_words_no_clue_no_critic,episode_5,Violated Request Count,0.0
2156,wordle,1b_gpt-4o-2024-08-06,0_high_frequency_words_no_clue_no_critic,episode_5,Request Success Ratio,1.0
2157,wordle,1b_gpt-4o-2024-08-06,0_high_frequency_words_no_clue_no_critic,episode_5,Main Score,0.0
2158,wordle,1b_gpt-4o-2024-08-06,0_high_frequency_words_no_clue_no_critic,episode_5,repeats guess,0.0
2159,wordle,1b_gpt-4o-2024-08-06,0_high_frequency_words_no_clue_no_critic,episode_5,total guess repetitions,0.0
2160,wordle,1b_gpt-4o-2024-08-06,0_high_frequency_words_no_clue_no_critic,episode_6,Aborted,0.0
2161,wordle,1b_gpt-4o-2024-08-06,0_high_frequency_words_no_clue_no_critic,episode_6,Lose,0.0
2162,wordle,1b_gpt-4o-2024-08-06,0_high_frequency_words_no_clue_no_critic,episode_6,Success,1.0
2163,wordle,1b_gpt-4o-2024-08-06,0_high_frequency_words_no_clue_no_critic,episode_6,Request Count,6.0
2164,wordle,1b_gpt-4o-2024-08-06,0_high_frequency_words_no_clue_no_critic,episode_6,Parsed Request Count,6.0
2165,wordle,1b_gpt-4o-2024-08-06,0_high_frequency_words_no_clue_no_critic,episode_6,Violated Request Count,0.0
2166,wordle,1b_gpt-4o-2024-08-06,0_high_frequency_words_no_clue_no_critic,episode_6,Request Success Ratio,1.0
2167,wordle,1b_gpt-4o-2024-08-06,0_high_frequency_words_no_clue_no_critic,episode_6,Main Score,20.0
2168,wordle,1b_gpt-4o-2024-08-06,0_high_frequency_words_no_clue_no_critic,episode_6,repeats guess,0.0
2169,wordle,1b_gpt-4o-2024-08-06,0_high_frequency_words_no_clue_no_critic,episode_6,total guess repetitions,0.0
2170,wordle,1b_gpt-4o-2024-08-06,0_high_frequency_words_no_clue_no_critic,episode_7,Aborted,0.0
2171,wordle,1b_gpt-4o-2024-08-06,0_high_frequency_words_no_clue_no_critic,episode_7,Lose,1.0
2172,wordle,1b_gpt-4o-2024-08-06,0_high_frequency_words_no_clue_no_critic,episode_7,Success,0.0
2173,wordle,1b_gpt-4o-2024-08-06,0_high_frequency_words_no_clue_no_critic,episode_7,Request Count,6.0
2174,wordle,1b_gpt-4o-2024-08-06,0_high_frequency_words_no_clue_no_critic,episode_7,Parsed Request Count,6.0
2175,wordle,1b_gpt-4o-2024-08-06,0_high_frequency_words_no_clue_no_critic,episode_7,Violated Request Count,0.0
2176,wordle,1b_gpt-4o-2024-08-06,0_high_frequency_words_no_clue_no_critic,episode_7,Request Success Ratio,1.0
2177,wordle,1b_gpt-4o-2024-08-06,0_high_frequency_words_no_clue_no_critic,episode_7,Main Score,0.0
2178,wordle,1b_gpt-4o-2024-08-06,0_high_frequency_words_no_clue_no_critic,episode_7,repeats guess,0.0
2179,wordle,1b_gpt-4o-2024-08-06,0_high_frequency_words_no_clue_no_critic,episode_7,total guess repetitions,0.0
2180,wordle,1b_gpt-4o-2024-08-06,0_high_frequency_words_no_clue_no_critic,episode_8,Aborted,0.0
2181,wordle,1b_gpt-4o-2024-08-06,0_high_frequency_words_no_clue_no_critic,episode_8,Lose,0.0
2182,wordle,1b_gpt-4o-2024-08-06,0_high_frequency_words_no_clue_no_critic,episode_8,Success,1.0
2183,wordle,1b_gpt-4o-2024-08-06,0_high_frequency_words_no_clue_no_critic,episode_8,Request Count,5.0
2184,wordle,1b_gpt-4o-2024-08-06,0_high_frequency_words_no_clue_no_critic,episode_8,Parsed Request Count,5.0
2185,wordle,1b_gpt-4o-2024-08-06,0_high_frequency_words_no_clue_no_critic,episode_8,Violated Request Count,0.0
2186,wordle,1b_gpt-4o-2024-08-06,0_high_frequency_words_no_clue_no_critic,episode_8,Request Success Ratio,1.0
2187,wordle,1b_gpt-4o-2024-08-06,0_high_frequency_words_no_clue_no_critic,episode_8,Main Score,30.0
2188,wordle,1b_gpt-4o-2024-08-06,0_high_frequency_words_no_clue_no_critic,episode_8,repeats guess,0.0
2189,wordle,1b_gpt-4o-2024-08-06,0_high_frequency_words_no_clue_no_critic,episode_8,total guess repetitions,0.0
2190,wordle,1b_gpt-4o-2024-08-06,0_high_frequency_words_no_clue_no_critic,episode_9,Aborted,1.0
2191,wordle,1b_gpt-4o-2024-08-06,0_high_frequency_words_no_clue_no_critic,episode_9,Lose,0.0
2192,wordle,1b_gpt-4o-2024-08-06,0_high_frequency_words_no_clue_no_critic,episode_9,Success,0.0
2193,wordle,1b_gpt-4o-2024-08-06,0_high_frequency_words_no_clue_no_critic,episode_9,Request Count,6.0
2194,wordle,1b_gpt-4o-2024-08-06,0_high_frequency_words_no_clue_no_critic,episode_9,Parsed Request Count,5.0
2195,wordle,1b_gpt-4o-2024-08-06,0_high_frequency_words_no_clue_no_critic,episode_9,Violated Request Count,1.0
2196,wordle,1b_gpt-4o-2024-08-06,0_high_frequency_words_no_clue_no_critic,episode_9,Request Success Ratio,0.83
2197,wordle,1b_gpt-4o-2024-08-06,0_high_frequency_words_no_clue_no_critic,episode_9,Main Score,
2198,wordle,1b_gpt-4o-2024-08-06,0_high_frequency_words_no_clue_no_critic,episode_9,repeats guess,
2199,wordle,1b_gpt-4o-2024-08-06,0_high_frequency_words_no_clue_no_critic,episode_9,total guess repetitions,
2200,wordle,1b_gpt-4o-2024-08-06,1_medium_frequency_words_no_clue_no_critic,episode_0,Aborted,0.0
2201,wordle,1b_gpt-4o-2024-08-06,1_medium_frequency_words_no_clue_no_critic,episode_0,Lose,1.0
2202,wordle,1b_gpt-4o-2024-08-06,1_medium_frequency_words_no_clue_no_critic,episode_0,Success,0.0
2203,wordle,1b_gpt-4o-2024-08-06,1_medium_frequency_words_no_clue_no_critic,episode_0,Request Count,6.0
2204,wordle,1b_gpt-4o-2024-08-06,1_medium_frequency_words_no_clue_no_critic,episode_0,Parsed Request Count,6.0
2205,wordle,1b_gpt-4o-2024-08-06,1_medium_frequency_words_no_clue_no_critic,episode_0,Violated Request Count,0.0
2206,wordle,1b_gpt-4o-2024-08-06,1_medium_frequency_words_no_clue_no_critic,episode_0,Request Success Ratio,1.0
2207,wordle,1b_gpt-4o-2024-08-06,1_medium_frequency_words_no_clue_no_critic,episode_0,Main Score,0.0
2208,wordle,1b_gpt-4o-2024-08-06,1_medium_frequency_words_no_clue_no_critic,episode_0,repeats guess,0.0
2209,wordle,1b_gpt-4o-2024-08-06,1_medium_frequency_words_no_clue_no_critic,episode_0,total guess repetitions,0.0
2210,wordle,1b_gpt-4o-2024-08-06,1_medium_frequency_words_no_clue_no_critic,episode_1,Aborted,0.0
2211,wordle,1b_gpt-4o-2024-08-06,1_medium_frequency_words_no_clue_no_critic,episode_1,Lose,1.0
2212,wordle,1b_gpt-4o-2024-08-06,1_medium_frequency_words_no_clue_no_critic,episode_1,Success,0.0
2213,wordle,1b_gpt-4o-2024-08-06,1_medium_frequency_words_no_clue_no_critic,episode_1,Request Count,6.0
2214,wordle,1b_gpt-4o-2024-08-06,1_medium_frequency_words_no_clue_no_critic,episode_1,Parsed Request Count,6.0
2215,wordle,1b_gpt-4o-2024-08-06,1_medium_frequency_words_no_clue_no_critic,episode_1,Violated Request Count,0.0
2216,wordle,1b_gpt-4o-2024-08-06,1_medium_frequency_words_no_clue_no_critic,episode_1,Request Success Ratio,1.0
2217,wordle,1b_gpt-4o-2024-08-06,1_medium_frequency_words_no_clue_no_critic,episode_1,Main Score,0.0
2218,wordle,1b_gpt-4o-2024-08-06,1_medium_frequency_words_no_clue_no_critic,episode_1,repeats guess,0.0
2219,wordle,1b_gpt-4o-2024-08-06,1_medium_frequency_words_no_clue_no_critic,episode_1,total guess repetitions,0.0
2220,wordle,1b_gpt-4o-2024-08-06,1_medium_frequency_words_no_clue_no_critic,episode_10,Aborted,0.0
2221,wordle,1b_gpt-4o-2024-08-06,1_medium_frequency_words_no_clue_no_critic,episode_10,Lose,0.0
2222,wordle,1b_gpt-4o-2024-08-06,1_medium_frequency_words_no_clue_no_critic,episode_10,Success,1.0
2223,wordle,1b_gpt-4o-2024-08-06,1_medium_frequency_words_no_clue_no_critic,episode_10,Request Count,4.0
2224,wordle,1b_gpt-4o-2024-08-06,1_medium_frequency_words_no_clue_no_critic,episode_10,Parsed Request Count,4.0
2225,wordle,1b_gpt-4o-2024-08-06,1_medium_frequency_words_no_clue_no_critic,episode_10,Violated Request Count,0.0
2226,wordle,1b_gpt-4o-2024-08-06,1_medium_frequency_words_no_clue_no_critic,episode_10,Request Success Ratio,1.0
2227,wordle,1b_gpt-4o-2024-08-06,1_medium_frequency_words_no_clue_no_critic,episode_10,Main Score,50.0
2228,wordle,1b_gpt-4o-2024-08-06,1_medium_frequency_words_no_clue_no_critic,episode_10,repeats guess,0.0
2229,wordle,1b_gpt-4o-2024-08-06,1_medium_frequency_words_no_clue_no_critic,episode_10,total guess repetitions,0.0
2230,wordle,1b_gpt-4o-2024-08-06,1_medium_frequency_words_no_clue_no_critic,episode_11,Aborted,0.0
2231,wordle,1b_gpt-4o-2024-08-06,1_medium_frequency_words_no_clue_no_critic,episode_11,Lose,1.0
2232,wordle,1b_gpt-4o-2024-08-06,1_medium_frequency_words_no_clue_no_critic,episode_11,Success,0.0
2233,wordle,1b_gpt-4o-2024-08-06,1_medium_frequency_words_no_clue_no_critic,episode_11,Request Count,6.0
2234,wordle,1b_gpt-4o-2024-08-06,1_medium_frequency_words_no_clue_no_critic,episode_11,Parsed Request Count,6.0
2235,wordle,1b_gpt-4o-2024-08-06,1_medium_frequency_words_no_clue_no_critic,episode_11,Violated Request Count,0.0
2236,wordle,1b_gpt-4o-2024-08-06,1_medium_frequency_words_no_clue_no_critic,episode_11,Request Success Ratio,1.0
2237,wordle,1b_gpt-4o-2024-08-06,1_medium_frequency_words_no_clue_no_critic,episode_11,Main Score,0.0
2238,wordle,1b_gpt-4o-2024-08-06,1_medium_frequency_words_no_clue_no_critic,episode_11,repeats guess,0.0
2239,wordle,1b_gpt-4o-2024-08-06,1_medium_frequency_words_no_clue_no_critic,episode_11,total guess repetitions,0.0
2240,wordle,1b_gpt-4o-2024-08-06,1_medium_frequency_words_no_clue_no_critic,episode_12,Aborted,0.0
2241,wordle,1b_gpt-4o-2024-08-06,1_medium_frequency_words_no_clue_no_critic,episode_12,Lose,0.0
2242,wordle,1b_gpt-4o-2024-08-06,1_medium_frequency_words_no_clue_no_critic,episode_12,Success,1.0
2243,wordle,1b_gpt-4o-2024-08-06,1_medium_frequency_words_no_clue_no_critic,episode_12,Request Count,6.0
2244,wordle,1b_gpt-4o-2024-08-06,1_medium_frequency_words_no_clue_no_critic,episode_12,Parsed Request Count,6.0
2245,wordle,1b_gpt-4o-2024-08-06,1_medium_frequency_words_no_clue_no_critic,episode_12,Violated Request Count,0.0
2246,wordle,1b_gpt-4o-2024-08-06,1_medium_frequency_words_no_clue_no_critic,episode_12,Request Success Ratio,1.0
2247,wordle,1b_gpt-4o-2024-08-06,1_medium_frequency_words_no_clue_no_critic,episode_12,Main Score,20.0
2248,wordle,1b_gpt-4o-2024-08-06,1_medium_frequency_words_no_clue_no_critic,episode_12,repeats guess,0.0
2249,wordle,1b_gpt-4o-2024-08-06,1_medium_frequency_words_no_clue_no_critic,episode_12,total guess repetitions,0.0
2250,wordle,1b_gpt-4o-2024-08-06,1_medium_frequency_words_no_clue_no_critic,episode_13,Aborted,1.0
2251,wordle,1b_gpt-4o-2024-08-06,1_medium_frequency_words_no_clue_no_critic,episode_13,Lose,0.0
2252,wordle,1b_gpt-4o-2024-08-06,1_medium_frequency_words_no_clue_no_critic,episode_13,Success,0.0
